invoice,stockcode
3798,pollo
3798,water
3798,chocolate
3798,papas
3798,galletas
3798,azucar
3798,queso
3798,yogurt
3798,arroz
3798,sal
3798,helado
3799,harina
3799,galletas
3799,yogurt
3799,water
3799,cuidado personal
3799,soda
3799,chocolate
3799,azucar
3799,enlatados
3799,sal
3800,yogurt
3800,galletas
3800,panaderia
3800,helado
3800,azucar
3800,pollo
3800,soda
3800,chocolate
3800,licor
3801,leche
3801,granos
3801,galletas
3801,panela
3801,azucar
3801,yogurt
3801,chocolate
3801,helado
3801,panaderia
3801,frutas
3801,licor
3802,galletas
3802,azucar
3802,panaderia
3802,aseo
3802,pollo
3802,queso
3802,papas
3802,licor
3802,pasta
3802,yogurt
3803,azucar
3803,galletas
3803,chocolate
3803,yogurt
3803,helado
3803,water
3803,panela
3803,pollo
3803,arroz
3803,licor
3803,queso
3803,soda
3804,yogurt
3804,azucar
3804,galletas
3804,licor
3804,postres
3804,panaderia
3804,cuidado personal
3805,azucar
3805,chocolate
3805,yogurt
3805,galletas
3805,postres
3805,pollo
3805,licor
3806,water
3806,galletas
3806,azucar
3806,chocolate
3806,arroz
3806,postres
3806,panaderia
3806,frutas
3806,yogurt
3806,cuidado personal
3806,soda
3806,queso
3806,licor
3806,granos
3807,panaderia
3807,galletas
3807,sal
3807,azucar
3807,yogurt
3807,margarina
3807,chocolate
3807,queso
3807,papas
3807,helado
3807,frutas
3807,arroz
3808,yogurt
3808,chocolate
3808,galletas
3808,arroz
3808,azucar
3808,granos
3808,licor
3808,postres
3808,aseo
3808,pollo
3808,soda
3808,helado
3809,galletas
3809,postres
3809,papas
3809,queso
3809,licor
3809,vegetales
3809,yogurt
3809,chocolate
3809,azucar
3809,helado
3809,panaderia
3809,arroz
3809,huevos
3810,yogurt
3810,azucar
3810,soda
3810,queso
3810,galletas
3810,pollo
3810,panaderia
3810,chocolate
3810,postres
3810,frutas
3811,galletas
3811,azucar
3811,frutas
3811,yogurt
3811,licor
3811,chocolate
3811,papas
3811,harina
3812,chocolate
3812,postres
3812,galletas
3812,helado
3812,azucar
3812,pescado
3812,licor
3812,water
3812,yogurt
3813,pollo
3813,azucar
3813,galletas
3813,frutas
3813,panela
3813,helado
3813,chocolate
3813,licor
3813,yogurt
3813,queso
3813,soda
3814,azucar
3814,arroz
3814,galletas
3814,margarina
3814,yogurt
3814,chocolate
3814,licor
3814,papas
3814,frutas
3814,carne
3815,yogurt
3815,azucar
3815,carne
3815,galletas
3815,arroz
3815,chocolate
3815,helado
3815,panaderia
3815,postres
3815,frutas
3815,queso
3815,soda
3815,harina
3816,water
3816,galletas
3816,postres
3816,arroz
3816,panaderia
3816,azucar
3816,yogurt
3816,aseo
3816,queso
3817,harina
3817,chocolate
3817,galletas
3817,soda
3817,azucar
3817,carne
3817,queso
3817,yogurt
3817,pollo
3817,licor
3817,water
3817,postres
3817,panaderia
3818,azucar
3818,helado
3818,yogurt
3818,carne
3818,galletas
3818,harina
3818,cafe
3818,arroz
3818,queso
3818,chocolate
3818,licor
3819,galletas
3819,pescado
3819,panaderia
3819,yogurt
3819,queso
3819,azucar
3819,arroz
3819,pollo
3819,sal
3819,postres
3819,licor
3820,galletas
3820,yogurt
3820,pollo
3820,azucar
3820,chocolate
3820,arroz
3820,carne
3820,panela
3820,queso
3820,soda
3820,licor
3820,papas
3821,galletas
3821,harina
3821,azucar
3821,helado
3821,postres
3821,queso
3821,carne
3821,arroz
3821,cuidado personal
3821,yogurt
3822,azucar
3822,yogurt
3822,licor
3822,frutas
3822,papas
3822,pollo
3822,arroz
3822,galletas
3822,water
3822,postres
3822,chocolate
3822,granos
3823,azucar
3823,yogurt
3823,water
3823,helado
3823,licor
3823,galletas
3823,chocolate
3823,panaderia
3823,pollo
3824,galletas
3824,queso
3824,azucar
3824,yogurt
3824,enlatados
3824,granos
3824,panaderia
3824,helado
3824,licor
3824,postres
3824,cuidado personal
3825,galletas
3825,azucar
3825,yogurt
3825,queso
3825,pollo
3825,licor
3825,arroz
3826,yogurt
3826,postres
3826,galletas
3826,arroz
3826,azucar
3826,water
3826,pollo
3826,soda
3826,pasta
3826,harina
3826,panaderia
3826,chocolate
3826,papas
3827,azucar
3827,galletas
3827,licor
3827,arroz
3827,yogurt
3827,leche
3827,panaderia
3827,chocolate
3827,helado
3827,queso
3828,galletas
3828,chocolate
3828,postres
3828,azucar
3828,frutas
3828,queso
3828,yogurt
3828,licor
3828,carne
3828,aceite
3829,galletas
3829,azucar
3829,postres
3829,yogurt
3829,vegetales
3829,chocolate
3829,frutas
3829,water
3829,enlatados
3829,panaderia
3829,pollo
3830,sal
3830,postres
3830,galletas
3830,yogurt
3830,frutas
3830,azucar
3830,licor
3830,pescado
3830,water
3831,water
3831,sal
3831,frutas
3831,galletas
3831,licor
3831,yogurt
3831,queso
3831,helado
3831,pasta
3831,postres
3831,chocolate
3831,azucar
3831,huevos
3831,panaderia
3831,pollo
3831,granos
3832,azucar
3832,licor
3832,yogurt
3832,galletas
3832,harina
3832,panaderia
3832,arroz
3832,helado
3832,margarina
3832,postres
3833,azucar
3833,galletas
3833,postres
3833,licor
3833,granos
3833,yogurt
3833,soda
3833,arroz
3834,azucar
3834,galletas
3834,panaderia
3834,harina
3834,licor
3834,chocolate
3834,papas
3834,water
3834,yogurt
3834,pollo
3834,cuidado personal
3835,azucar
3835,galletas
3835,papas
3835,panaderia
3835,pollo
3835,postres
3835,water
3835,helado
3835,carne
3835,yogurt
3836,pollo
3836,azucar
3836,margarina
3836,panaderia
3836,galletas
3836,pescado
3836,frutas
3836,soda
3836,licor
3836,yogurt
3836,postres
3837,azucar
3837,panaderia
3837,galletas
3837,panela
3837,helado
3837,postres
3837,water
3837,chocolate
3837,frutas
3837,licor
3837,yogurt
3837,soda
3838,yogurt
3838,azucar
3838,galletas
3838,arroz
3838,cuidado personal
3838,postres
3838,cafe
3838,helado
3838,queso
3838,granos
3838,chocolate
3838,water
3839,vegetales
3839,galletas
3839,azucar
3839,papas
3839,yogurt
3839,licor
3839,carne
3839,queso
3839,postres
3840,azucar
3840,yogurt
3840,galletas
3840,cuidado personal
3840,postres
3840,pollo
3840,queso
3840,licor
3840,panaderia
3841,arroz
3841,yogurt
3841,licor
3841,azucar
3841,vegetales
3841,harina
3841,galletas
3841,postres
3841,chocolate
3841,soda
3841,pollo
3841,papas
3842,azucar
3842,papas
3842,galletas
3842,pollo
3842,water
3842,panela
3842,chocolate
3842,helado
3842,postres
3842,yogurt
3842,panaderia
3842,queso
3842,granos
3843,chocolate
3843,azucar
3843,galletas
3843,water
3843,papas
3843,yogurt
3843,frutas
3843,leche
3843,pollo
3843,arroz
3843,panaderia
3843,soda
3843,sal
3843,postres
3844,postres
3844,licor
3844,azucar
3844,galletas
3844,arroz
3844,harina
3844,water
3844,pescado
3844,panaderia
3844,queso
3844,yogurt
3844,soda
3844,enlatados
3844,panela
3845,galletas
3845,panela
3845,azucar
3845,licor
3845,arroz
3845,queso
3845,chocolate
3845,soda
3845,yogurt
3845,postres
3845,panaderia
3846,galletas
3846,yogurt
3846,azucar
3846,postres
3846,chocolate
3846,queso
3847,chocolate
3847,pasta
3847,enlatados
3847,soda
3847,helado
3847,yogurt
3847,arroz
3847,licor
3847,queso
3847,galletas
3847,water
3847,azucar
3848,galletas
3848,yogurt
3848,water
3848,azucar
3848,soda
3848,papas
3848,chocolate
3848,licor
3849,galletas
3849,pasta
3849,azucar
3849,soda
3849,yogurt
3849,queso
3849,aseo
3849,arroz
3849,panaderia
3849,pollo
3849,chocolate
3849,carne
3849,postres
3850,azucar
3850,licor
3850,water
3850,yogurt
3850,galletas
3850,panaderia
3850,papas
3850,postres
3850,pollo
3850,arroz
3850,carne
3851,queso
3851,galletas
3851,pollo
3851,postres
3851,water
3851,helado
3851,yogurt
3851,arroz
3851,azucar
3851,harina
3852,azucar
3852,pollo
3852,galletas
3852,queso
3852,yogurt
3852,arroz
3852,panaderia
3852,water
3853,galletas
3853,chocolate
3853,cafe
3853,panaderia
3853,arroz
3853,postres
3853,granos
3853,yogurt
3853,azucar
3853,harina
3854,carne
3854,azucar
3854,galletas
3854,yogurt
3854,panela
3854,water
3854,licor
3854,harina
3854,chocolate
3854,frutas
3854,queso
3854,panaderia
3854,soda
3855,azucar
3855,huevos
3855,yogurt
3855,galletas
3855,water
3855,frutas
3855,aceite
3855,aseo
3856,yogurt
3856,pasta
3856,water
3856,arroz
3856,helado
3856,chocolate
3856,galletas
3856,azucar
3856,postres
3856,granos
3857,azucar
3857,frutas
3857,yogurt
3857,water
3857,licor
3857,chocolate
3857,panaderia
3857,cuidado personal
3857,galletas
3857,arroz
3857,postres
3858,queso
3858,galletas
3858,panela
3858,panaderia
3858,postres
3858,yogurt
3858,soda
3858,azucar
3858,arroz
3858,pasta
3858,pollo
3858,water
3859,arroz
3859,chocolate
3859,water
3859,yogurt
3859,azucar
3859,galletas
3859,licor
3859,helado
3859,panaderia
3860,yogurt
3860,galletas
3860,azucar
3860,licor
3860,vegetales
3860,pasta
3860,chocolate
3860,water
3860,panela
3860,postres
3861,galletas
3861,helado
3861,azucar
3861,panela
3861,yogurt
3861,water
3861,postres
3861,vegetales
3861,licor
3862,galletas
3862,yogurt
3862,azucar
3862,sal
3862,chocolate
3862,frutas
3862,queso
3862,postres
3862,cafe
3862,pollo
3863,yogurt
3863,pescado
3863,chocolate
3863,soda
3863,azucar
3863,pollo
3863,postres
3863,helado
3863,aseo
3863,arroz
3863,licor
3863,frutas
3863,galletas
3863,queso
3864,water
3864,galletas
3864,chocolate
3864,yogurt
3864,azucar
3864,panaderia
3864,licor
3864,arroz
3865,soda
3865,carne
3865,galletas
3865,harina
3865,yogurt
3865,licor
3865,pollo
3865,helado
3865,aceite
3865,azucar
3865,panaderia
3866,arroz
3866,carne
3866,galletas
3866,azucar
3866,yogurt
3866,licor
3866,queso
3866,postres
3866,enlatados
3866,panaderia
3866,granos
3867,azucar
3867,galletas
3867,panaderia
3867,licor
3867,cuidado personal
3867,queso
3867,yogurt
3867,postres
3867,arroz
3867,pollo
3867,helado
3868,galletas
3868,azucar
3868,queso
3868,postres
3868,harina
3868,pollo
3868,yogurt
3868,arroz
3868,chocolate
3868,carne
3868,cafe
3869,water
3869,azucar
3869,galletas
3869,cuidado personal
3869,harina
3869,yogurt
3869,postres
3869,soda
3869,helado
3869,panaderia
3870,water
3870,galletas
3870,azucar
3870,harina
3870,arroz
3870,helado
3870,vegetales
3870,postres
3870,frutas
3870,yogurt
3870,chocolate
3870,sal
3870,panaderia
3870,licor
3871,chocolate
3871,harina
3871,galletas
3871,azucar
3871,pasta
3871,arroz
3871,frutas
3871,water
3871,yogurt
3872,water
3872,galletas
3872,papas
3872,postres
3872,yogurt
3872,licor
3872,huevos
3872,panaderia
3872,aceite
3872,arroz
3872,azucar
3872,queso
3873,galletas
3873,azucar
3873,carne
3873,water
3873,arroz
3873,pescado
3873,panaderia
3873,chocolate
3873,yogurt
3873,soda
3874,yogurt
3874,galletas
3874,pollo
3874,panaderia
3874,queso
3874,azucar
3874,panela
3874,carne
3874,postres
3874,water
3875,helado
3875,panaderia
3875,galletas
3875,yogurt
3875,chocolate
3875,azucar
3875,cuidado personal
3875,water
3875,licor
3875,postres
3875,leche
3876,galletas
3876,azucar
3876,soda
3876,helado
3876,water
3876,yogurt
3876,pollo
3876,panaderia
3877,azucar
3877,galletas
3877,yogurt
3877,water
3877,cuidado personal
3877,chocolate
3877,panela
3877,postres
3878,panela
3878,cuidado personal
3878,enlatados
3878,galletas
3878,azucar
3878,chocolate
3878,yogurt
3878,queso
3878,water
3879,panaderia
3879,vegetales
3879,pollo
3879,licor
3879,yogurt
3879,sal
3879,azucar
3879,arroz
3879,frutas
3879,papas
3879,galletas
3879,chocolate
3880,galletas
3880,chocolate
3880,aceite
3880,cuidado personal
3880,yogurt
3880,azucar
3880,granos
3881,water
3881,yogurt
3881,postres
3881,arroz
3881,galletas
3881,panaderia
3881,pasta
3881,chocolate
3881,azucar
3881,aseo
3881,pollo
3882,yogurt
3882,postres
3882,galletas
3882,azucar
3882,chocolate
3882,licor
3882,helado
3882,panaderia
3883,azucar
3883,pollo
3883,soda
3883,harina
3883,galletas
3883,licor
3883,yogurt
3883,queso
3883,arroz
3883,postres
3883,frutas
3883,cuidado personal
3883,sal
3884,galletas
3884,licor
3884,yogurt
3884,aceite
3884,azucar
3884,vegetales
3884,arroz
3884,enlatados
3884,chocolate
3884,granos
3885,azucar
3885,enlatados
3885,arroz
3885,water
3885,queso
3885,galletas
3885,cuidado personal
3885,carne
3885,panaderia
3885,pollo
3885,chocolate
3885,licor
3886,licor
3886,yogurt
3886,panaderia
3886,azucar
3886,galletas
3886,queso
3886,chocolate
3886,arroz
3887,yogurt
3887,azucar
3887,water
3887,galletas
3887,licor
3887,soda
3887,arroz
3887,pollo
3887,papas
3887,queso
3887,sal
3887,chocolate
3888,galletas
3888,yogurt
3888,arroz
3888,frutas
3888,panaderia
3888,azucar
3888,licor
3888,vegetales
3888,postres
3888,chocolate
3888,queso
3889,pollo
3889,azucar
3889,licor
3889,water
3889,galletas
3889,chocolate
3889,yogurt
3890,galletas
3890,azucar
3890,yogurt
3890,arroz
3890,vegetales
3890,chocolate
3890,margarina
3890,licor
3890,carne
3891,galletas
3891,pescado
3891,azucar
3891,postres
3891,arroz
3891,yogurt
3892,galletas
3892,yogurt
3892,sal
3892,chocolate
3892,licor
3892,azucar
3892,cuidado personal
3892,carne
3892,pescado
3892,water
3892,arroz
3893,galletas
3893,azucar
3893,yogurt
3893,queso
3893,panaderia
3893,chocolate
3893,postres
3893,water
3893,licor
3893,arroz
3893,soda
3893,sal
3894,yogurt
3894,water
3894,galletas
3894,panela
3894,panaderia
3894,azucar
3894,chocolate
3894,arroz
3894,cuidado personal
3894,postres
3894,pollo
3894,queso
3895,cuidado personal
3895,galletas
3895,vegetales
3895,azucar
3895,chocolate
3895,granos
3895,arroz
3895,postres
3895,queso
3895,panaderia
3895,papas
3895,licor
3895,pescado
3895,pollo
3895,yogurt
3896,azucar
3896,galletas
3896,postres
3896,queso
3896,licor
3896,pollo
3896,harina
3897,azucar
3897,galletas
3897,frutas
3897,panaderia
3897,yogurt
3897,helado
3897,water
3897,licor
3897,pollo
3898,sal
3898,azucar
3898,helado
3898,galletas
3898,licor
3898,postres
3898,yogurt
3898,frutas
3899,galletas
3899,azucar
3899,licor
3899,yogurt
3899,queso
3899,panela
3899,chocolate
3899,margarina
3899,water
3900,arroz
3900,galletas
3900,yogurt
3900,licor
3900,azucar
3900,sal
3900,cuidado personal
3900,postres
3900,carne
3900,frutas
3900,panela
3900,harina
3901,galletas
3901,yogurt
3901,helado
3901,licor
3901,arroz
3901,azucar
3901,soda
3901,chocolate
3901,pollo
3901,panela
3902,water
3902,chocolate
3902,azucar
3902,queso
3902,licor
3902,postres
3902,sal
3902,yogurt
3902,galletas
3902,helado
3902,panaderia
3902,pollo
3903,water
3903,aceite
3903,galletas
3903,frutas
3903,yogurt
3903,helado
3903,azucar
3903,harina
3903,enlatados
3903,licor
3903,arroz
3903,cafe
3904,yogurt
3904,azucar
3904,galletas
3904,papas
3904,arroz
3904,leche
3904,water
3904,pescado
3904,queso
3905,queso
3905,yogurt
3905,aseo
3905,galletas
3905,azucar
3905,postres
3905,panaderia
3905,licor
3905,water
3905,pollo
3906,yogurt
3906,galletas
3906,panaderia
3906,azucar
3906,granos
3906,helado
3906,chocolate
3906,licor
3906,pollo
3906,frutas
3906,cafe
3906,cuidado personal
3907,azucar
3907,queso
3907,licor
3907,galletas
3907,yogurt
3907,chocolate
3907,panaderia
3907,postres
3907,pollo
3907,margarina
3907,cuidado personal
3908,arroz
3908,azucar
3908,galletas
3908,chocolate
3908,water
3909,galletas
3909,yogurt
3909,harina
3909,azucar
3909,carne
3909,pasta
3909,postres
3910,arroz
3910,helado
3910,galletas
3910,yogurt
3910,azucar
3910,vegetales
3910,pollo
3910,queso
3910,cuidado personal
3911,pollo
3911,galletas
3911,yogurt
3911,panela
3911,postres
3911,vegetales
3911,aseo
3911,enlatados
3911,azucar
3911,chocolate
3912,chocolate
3912,galletas
3912,pescado
3912,queso
3912,aceite
3912,azucar
3912,yogurt
3912,arroz
3912,frutas
3913,licor
3913,aceite
3913,azucar
3913,panaderia
3913,water
3913,papas
3913,pollo
3913,panela
3913,yogurt
3913,carne
3914,carne
3914,galletas
3914,licor
3914,yogurt
3914,water
3914,azucar
3914,papas
3914,helado
3914,arroz
3914,postres
3915,helado
3915,azucar
3915,yogurt
3915,arroz
3915,licor
3915,papas
3915,galletas
3915,soda
3915,postres
3916,water
3916,galletas
3916,vegetales
3916,frutas
3916,azucar
3916,chocolate
3916,yogurt
3916,arroz
3916,licor
3916,helado
3916,panaderia
3916,postres
3916,cafe
3917,galletas
3917,licor
3917,azucar
3917,postres
3917,pollo
3917,chocolate
3917,yogurt
3917,carne
3918,azucar
3918,yogurt
3918,galletas
3918,frutas
3918,soda
3918,postres
3918,aceite
3918,licor
3919,azucar
3919,water
3919,postres
3919,galletas
3919,papas
3919,sal
3919,panaderia
3919,chocolate
3919,yogurt
3919,soda
3919,helado
3919,pollo
3919,queso
3919,licor
3919,arroz
3920,water
3920,galletas
3920,yogurt
3920,panaderia
3920,sal
3920,cuidado personal
3920,azucar
3920,enlatados
3920,queso
3920,papas
3920,frutas
3920,helado
3920,licor
3921,pollo
3921,galletas
3921,arroz
3921,pasta
3921,azucar
3921,yogurt
3921,panaderia
3921,queso
3921,soda
3921,helado
3921,postres
3921,papas
3921,licor
3921,carne
3922,azucar
3922,galletas
3922,chocolate
3922,arroz
3922,queso
3922,aseo
3922,pasta
3923,cafe
3923,galletas
3923,azucar
3923,yogurt
3923,arroz
3923,chocolate
3923,carne
3923,soda
3923,pollo
3923,postres
3924,galletas
3924,yogurt
3924,azucar
3924,arroz
3924,chocolate
3924,harina
3924,papas
3924,margarina
3924,postres
3925,yogurt
3925,galletas
3925,huevos
3925,azucar
3925,postres
3925,frutas
3925,queso
3925,licor
3925,carne
3925,panaderia
3925,helado
3925,chocolate
3926,azucar
3926,galletas
3926,panaderia
3926,chocolate
3926,yogurt
3926,pollo
3926,postres
3926,soda
3926,panela
3927,azucar
3927,licor
3927,chocolate
3927,water
3927,arroz
3927,galletas
3927,helado
3927,postres
3927,yogurt
3928,azucar
3928,papas
3928,pollo
3928,water
3928,galletas
3928,licor
3928,yogurt
3928,soda
3928,helado
3928,queso
3928,postres
3928,sal
3928,panaderia
3928,chocolate
3929,yogurt
3929,soda
3929,azucar
3929,pollo
3929,galletas
3929,panela
3929,chocolate
3929,queso
3929,sal
3929,panaderia
3930,soda
3930,yogurt
3930,helado
3930,galletas
3930,cuidado personal
3930,azucar
3930,licor
3930,postres
3930,chocolate
3931,queso
3931,chocolate
3931,galletas
3931,helado
3931,azucar
3931,water
3931,harina
3931,yogurt
3931,postres
3931,licor
3932,galletas
3932,leche
3932,queso
3932,postres
3932,azucar
3932,water
3932,aceite
3932,yogurt
3932,pasta
3932,harina
3932,arroz
3932,panaderia
3932,sal
3932,licor
3932,soda
3932,frutas
3932,carne
3933,pollo
3933,arroz
3933,azucar
3933,galletas
3933,yogurt
3933,chocolate
3933,papas
3933,licor
3933,panaderia
3933,queso
3934,yogurt
3934,queso
3934,galletas
3934,helado
3934,chocolate
3934,pollo
3934,arroz
3934,licor
3934,azucar
3934,water
3935,yogurt
3935,licor
3935,azucar
3935,helado
3935,enlatados
3935,harina
3935,panaderia
3935,queso
3935,water
3935,arroz
3935,galletas
3935,panela
3935,chocolate
3936,chocolate
3936,azucar
3936,galletas
3936,licor
3936,pollo
3936,helado
3936,panaderia
3936,cuidado personal
3936,yogurt
3936,queso
3936,postres
3937,galletas
3937,panaderia
3937,azucar
3937,aseo
3937,papas
3937,harina
3937,postres
3937,chocolate
3937,yogurt
3937,frutas
3937,licor
3937,arroz
3938,galletas
3938,azucar
3938,water
3938,granos
3938,yogurt
3938,cuidado personal
3938,cafe
3938,pollo
3938,licor
3938,chocolate
3939,galletas
3939,panela
3939,sal
3939,azucar
3939,chocolate
3939,aseo
3939,frutas
3939,harina
3939,water
3939,licor
3939,queso
3939,yogurt
3939,papas
3939,helado
3940,azucar
3940,pollo
3940,soda
3940,queso
3940,galletas
3940,licor
3940,arroz
3940,harina
3940,panaderia
3940,yogurt
3940,panela
3940,helado
3941,panela
3941,azucar
3941,galletas
3941,harina
3941,licor
3941,yogurt
3941,leche
3941,sal
3941,cuidado personal
3942,azucar
3942,yogurt
3942,pollo
3942,postres
3942,carne
3942,helado
3942,galletas
3942,aseo
3942,soda
3942,chocolate
3942,arroz
3943,soda
3943,chocolate
3943,pollo
3943,azucar
3943,licor
3943,water
3943,arroz
3943,galletas
3943,postres
3943,queso
3944,papas
3944,galletas
3944,yogurt
3944,azucar
3944,licor
3944,soda
3944,postres
3944,water
3945,galletas
3945,yogurt
3945,helado
3945,leche
3945,azucar
3945,panaderia
3945,pollo
3945,chocolate
3945,soda
3945,queso
3945,papas
3945,licor
3946,pollo
3946,azucar
3946,water
3946,yogurt
3946,galletas
3946,helado
3946,arroz
3946,postres
3946,licor
3947,queso
3947,galletas
3947,aceite
3947,azucar
3947,chocolate
3947,harina
3947,soda
3947,licor
3947,yogurt
3947,pescado
3947,helado
3948,galletas
3948,water
3948,granos
3948,arroz
3948,postres
3948,yogurt
3948,azucar
3948,queso
3948,soda
3948,pescado
3948,chocolate
3949,helado
3949,chocolate
3949,galletas
3949,azucar
3949,licor
3949,papas
3949,sal
3949,pasta
3949,yogurt
3950,yogurt
3950,chocolate
3950,arroz
3950,pollo
3950,galletas
3950,azucar
3951,pollo
3951,azucar
3951,harina
3951,arroz
3951,yogurt
3951,galletas
3951,frutas
3951,water
3951,leche
3951,panaderia
3951,chocolate
3951,papas
3952,licor
3952,water
3952,galletas
3952,azucar
3952,yogurt
3952,pasta
3952,cuidado personal
3952,postres
3952,chocolate
3953,galletas
3953,yogurt
3953,arroz
3953,frutas
3953,azucar
3953,sal
3953,granos
3953,panela
3953,panaderia
3954,azucar
3954,galletas
3954,margarina
3954,yogurt
3954,chocolate
3954,arroz
3954,panaderia
3954,carne
3955,licor
3955,galletas
3955,chocolate
3955,helado
3955,panela
3955,arroz
3955,leche
3955,postres
3955,yogurt
3955,azucar
3955,aseo
3955,water
3956,sal
3956,queso
3956,azucar
3956,galletas
3956,frutas
3956,yogurt
3956,soda
3956,helado
3956,chocolate
3956,licor
3956,water
3957,licor
3957,galletas
3957,chocolate
3957,panela
3957,yogurt
3957,azucar
3957,panaderia
3957,aseo
3957,pollo
3957,papas
3958,galletas
3958,azucar
3958,yogurt
3958,chocolate
3958,pasta
3958,helado
3958,pollo
3959,arroz
3959,yogurt
3959,azucar
3959,galletas
3959,panela
3959,pollo
3959,water
3959,chocolate
3959,papas
3959,licor
3960,sal
3960,yogurt
3960,helado
3960,licor
3960,azucar
3960,galletas
3960,queso
3960,enlatados
3961,azucar
3961,helado
3961,papas
3961,postres
3961,yogurt
3961,water
3961,arroz
3961,galletas
3961,queso
3961,pollo
3961,frutas
3962,pollo
3962,water
3962,azucar
3962,soda
3962,yogurt
3962,galletas
3962,arroz
3962,cafe
3962,chocolate
3962,panaderia
3962,queso
3963,queso
3963,chocolate
3963,licor
3963,galletas
3963,yogurt
3963,water
3963,pescado
3963,helado
3963,azucar
3963,panaderia
3964,azucar
3964,yogurt
3964,arroz
3964,pollo
3964,chocolate
3964,galletas
3964,queso
3964,licor
3964,water
3965,arroz
3965,yogurt
3965,galletas
3965,harina
3965,queso
3965,carne
3965,licor
3965,chocolate
3965,azucar
3966,licor
3966,galletas
3966,arroz
3966,azucar
3966,vegetales
3966,harina
3966,yogurt
3966,pollo
3966,queso
3966,huevos
3966,aceite
3966,leche
3966,panela
3967,papas
3967,galletas
3967,azucar
3967,yogurt
3967,water
3967,chocolate
3967,licor
3967,aceite
3967,panaderia
3967,helado
3968,panaderia
3968,sal
3968,galletas
3968,granos
3968,azucar
3968,licor
3968,cafe
3968,queso
3968,water
3968,arroz
3968,yogurt
3968,postres
3969,helado
3969,licor
3969,azucar
3969,galletas
3969,yogurt
3969,arroz
3969,aseo
3969,water
3970,galletas
3970,yogurt
3970,licor
3970,pollo
3970,chocolate
3970,panaderia
3970,arroz
3970,azucar
3970,harina
3970,carne
3970,soda
3971,arroz
3971,licor
3971,galletas
3971,yogurt
3971,chocolate
3971,helado
3971,enlatados
3971,pollo
3971,carne
3971,azucar
3972,galletas
3972,azucar
3972,chocolate
3972,cafe
3972,huevos
3972,soda
3972,yogurt
3972,helado
3972,arroz
3972,queso
3973,yogurt
3973,huevos
3973,pescado
3973,galletas
3973,azucar
3973,arroz
3973,soda
3973,panaderia
3974,galletas
3974,azucar
3974,cuidado personal
3974,papas
3974,yogurt
3974,water
3974,licor
3974,postres
3974,arroz
3974,soda
3974,pollo
3974,panaderia
3974,harina
3975,queso
3975,chocolate
3975,galletas
3975,water
3975,panaderia
3975,helado
3975,granos
3975,azucar
3975,arroz
3975,carne
3975,harina
3975,licor
3975,postres
3975,yogurt
3975,panela
3976,yogurt
3976,azucar
3976,arroz
3976,licor
3976,frutas
3976,galletas
3976,panela
3976,pollo
3976,granos
3976,chocolate
3977,galletas
3977,chocolate
3977,yogurt
3977,azucar
3977,licor
3977,pollo
3977,arroz
3977,papas
3977,water
3977,panaderia
3977,postres
3978,water
3978,harina
3978,azucar
3978,licor
3978,postres
3978,chocolate
3978,galletas
3978,papas
3979,pollo
3979,azucar
3979,soda
3979,chocolate
3979,galletas
3979,queso
3979,postres
3979,licor
3980,azucar
3980,yogurt
3980,licor
3980,postres
3980,arroz
3980,galletas
3980,panaderia
3980,water
3980,chocolate
3980,pollo
3980,pescado
3980,pasta
3981,arroz
3981,azucar
3981,galletas
3981,queso
3981,panaderia
3981,postres
3981,pasta
3981,carne
3981,yogurt
3981,water
3981,licor
3982,panaderia
3982,pollo
3982,galletas
3982,yogurt
3982,azucar
3982,queso
3982,cuidado personal
3982,arroz
3983,azucar
3983,galletas
3983,yogurt
3983,licor
3983,panela
3984,azucar
3984,galletas
3984,yogurt
3984,panaderia
3984,licor
3984,queso
3984,postres
3984,aceite
3985,postres
3985,pollo
3985,yogurt
3985,licor
3985,galletas
3985,azucar
3985,helado
3985,chocolate
3985,panaderia
3985,arroz
3986,azucar
3986,arroz
3986,licor
3986,papas
3986,yogurt
3986,panaderia
3986,chocolate
3986,postres
3986,frutas
3986,galletas
3986,sal
3987,galletas
3987,azucar
3987,pasta
3987,postres
3987,yogurt
3987,chocolate
3987,licor
3987,queso
3987,arroz
3987,water
3987,pollo
3987,margarina
3987,panaderia
3987,panela
3987,aceite
3987,helado
3988,azucar
3988,panaderia
3988,chocolate
3988,cafe
3988,carne
3988,aseo
3988,yogurt
3988,pollo
3988,sal
3988,galletas
3988,queso
3989,yogurt
3989,azucar
3989,queso
3989,frutas
3989,galletas
3989,chocolate
3989,pollo
3989,postres
3990,postres
3990,galletas
3990,yogurt
3990,aceite
3990,azucar
3990,papas
3990,helado
3990,licor
3991,galletas
3991,arroz
3991,yogurt
3991,licor
3991,azucar
3991,chocolate
3991,pollo
3991,panaderia
3992,licor
3992,galletas
3992,azucar
3992,frutas
3992,cuidado personal
3992,postres
3992,pollo
3992,yogurt
3992,water
3993,helado
3993,yogurt
3993,azucar
3993,galletas
3993,queso
3993,sal
3993,granos
3993,soda
3993,chocolate
3993,water
3993,arroz
3994,galletas
3994,azucar
3994,panaderia
3994,yogurt
3994,arroz
3994,chocolate
3994,licor
3994,papas
3994,panela
3994,postres
3994,queso
3995,panela
3995,azucar
3995,queso
3995,galletas
3995,panaderia
3995,helado
3995,soda
3995,water
3995,arroz
3995,harina
3995,sal
